S4,2021-12-14 03:14:49,60.5
S3,2021-12-14 03:33:38,42.2
S1,2021-12-14 03:38:03,51.3
S3,2021-12-14 06:20:30,54.6
S1,2021-12-14 08:02:04,33.5
S1,2021-12-14 08:39:20,47.1
S2,2021-12-14 10:21:26,30.9
S1,2021-12-14 10:50:50,51.6
S3,2021-12-14 13:10:42,50.3
SD,2021-12-14 13:30:04,64.1
SD,2021-12-14 13:59:59,34.2
SB,2021-12-14 16:17:05,46.0
SB,2021-12-14 16:29:34,56.8
S3,2021-12-14 17:54:54,54.0
S4,2021-12-14 20:30:16,56.4
SD,2021-12-14 23:04:02,64.7
S1,2021-12-14 23:36:48,57.3
SD,2021-12-15 01:53:28,54.6
SD,2021-12-15 04:11:54,49.0
S2,2021-12-15 04:54:22,33.1
SB,2021-12-15 07:02:22,39.7
SD,2021-12-15 08:47:42,51.2
SD,2021-12-15 10:25:11,36.7
S1,2021-12-15 12:12:19,38.7
S1,2021-12-15 14:13:00,58.2
S2,2021-12-15 15:09:38,43.7
SB,2021-12-15 17:33:24,53.2
SB,2021-12-15 19:11:41,57.4
S3,2021-12-15 19:44:01,32.7
SB,2021-12-15 20:53:12,34.9
SD,2021-12-15 23:25:39,51.2
SD,2021-12-16 01:18:28,47.1
S2,2021-12-16 02:26:23,59.7
S3,2021-12-16 02:51:10,63.2
S4,2021-12-16 05:04:25,61.0
S1,2021-12-16 06:33:05,50.4
S3,2021-12-16 09:02:51,46.8
S3,2021-12-16 09:28:11,42.5
S2,2021-12-16 10:38:52,64.7
S3,2021-12-16 12:01:42,45.3
S2,2021-12-16 13:29:56,57.8
SD,2021-12-16 13:38:30,41.5
S1,2021-12-16 15:25:32,42.5
SB,2021-12-16 16:18:24,63.0
SD,2021-12-16 17:48:31,50.3
SD,2021-12-16 19:47:41,42.8
S4,2021-12-16 22:17:08,39.2
S4,2021-12-16 23:39:20,47.5
SD,2021-12-17 01:29:05,45.0
S2,2021-12-17 02:10:45,49.8
SB,2021-12-17 03:33:35,60.2
S4,2021-12-17 04:42:29,35.9
SD,2021-12-17 05:08:12,58.9
SB,2021-12-17 06:40:53,31.7
S4,2021-12-17 07:18:39,49.5
S4,2021-12-17 08:48:12,53.7
SD,2021-12-17 10:57:53,43.6
S4,2021-12-17 12:42:01,57.2
S1,2021-12-17 13:10:44,52.9
S3,2021-12-17 13:59:39,63.8
S3,2021-12-17 16:29:46,57.8
SD,2021-12-17 18:41:33,30.8
S1,2021-12-17 18:55:10,33.3
S4,2021-12-17 20:03:40,31.5
S3,2021-12-17 21:33:43,57.0
S2,2021-12-17 22:09:29,62.7
S1,2021-12-18 00:46:36,35.3
S3,2021-12-18 02:51:31,49.0
SB,2021-12-18 03:21:08,40.9
S2,2021-12-18 03:35:32,50.4
SB,2021-12-18 05:01:16,42.4
S4,2021-12-18 07:24:36,47.4
S3,2021-12-18 08:06:59,56.6
S3,2021-12-18 09:36:24,46.9
S3,2021-12-18 11:13:41,35.2
S1,2021-12-18 12:11:19,39.1
SB,2021-12-18 12:11:56,56.9
S3,2021-12-18 14:11:39,39.5
S1,2021-12-18 16:27:21,62.2
S4,2021-12-18 17:09:07,63.2
SB,2021-12-18 19:07:44,61.0
SB,2021-12-18 20:32:57,54.5
SD,2021-12-18 22:27:26,54.0
SB,2021-12-18 23:13:11,59.1
S3,2021-12-18 23:42:08,53.3
S1,2021-12-19 01:33:21,33.7
SD,2021-12-19 02:39:13,57.6
S1,2021-12-19 02:47:38,39.9
SD,2021-12-19 05:03:14,47.9
S1,2021-12-19 05:17:09,47.6
S1,2021-12-19 06:53:21,58.8
SD,2021-12-19 09:08:53,46.1
S1,2021-12-19 10:48:31,46.5
S4,2021-12-19 12:03:16,44.1
SD,2021-12-19 13:38:59,64.9
S4,2021-12-19 16:15:26,63.1
S1,2021-12-19 17:56:26,64.5
SB,2021-12-19 20:12:22,57.3
S4,2021-12-19 20:39:06,61.9
SD,2021-12-19 22:19:31,33.5
S4,2021-12-19 22:51:09,52.2
SD,2021-12-19 23:21:19,63.5
S3,2021-12-19 23:22:38,50.3
S1,2021-12-19 23:56:50,33.3
SB,2021-12-20 01:42:31,36.1
S3,2021-12-20 02:46:25,42.4
SB,2021-12-20 03:34:07,38.8
S3,2021-12-20 05:08:20,61.5
SD,2021-12-20 06:34:49,35.2
S4,2021-12-20 06:41:45,35.7
SB,2021-12-20 08:13:02,43.1
S2,2021-12-20 09:14:43,31.9
S3,2021-12-20 11:22:59,31.1
SB,2021-12-20 11:29:45,36.4
S3,2021-12-20 12:30:19,32.7
S2,2021-12-20 14:58:56,61.8
SD,2021-12-20 16:40:17,36.5
S2,2021-12-20 18:13:27,58.8
S4,2021-12-20 20:34:56,34.4
S4,2021-12-20 22:37:33,62.7
SB,2021-12-21 00:52:16,54.8
S4,2021-12-21 02:01:52,32.6
S2,2021-12-21 04:01:40,54.1
S4,2021-12-21 04:21:14,32.9
S2,2021-12-21 05:14:50,63.0
S2,2021-12-21 05:26:05,32.7
S4,2021-12-21 07:42:58,50.3
S3,2021-12-21 08:22:53,60.7
SB,2021-12-21 11:05:58,53.8
S4,2021-12-21 12:37:56,52.2
S1,2021-12-21 15:12:52,55.6
S2,2021-12-21 15:28:55,63.8
SB,2021-12-21 16:48:17,56.0
S2,2021-12-21 16:48:50,62.1
S3,2021-12-21 17:25:38,35.7
S2,2021-12-21 17:42:39,32.5
SD,2021-12-21 20:09:05,44.8
SB,2021-12-21 20:17:16,31.2
S4,2021-12-21 21:16:29,48.6
S3,2021-12-21 23:35:08,53.4
S2,2021-12-22 00:40:59,56.0
S2,2021-12-22 00:49:55,50.3
S2,2021-12-22 01:48:31,30.5
S4,2021-12-22 04:31:47,39.0
SD,2021-12-22 05:27:21,45.9
S1,2021-12-22 07:17:50,63.0
SB,2021-12-22 09:16:36,56.3
SD,2021-12-22 10:57:58,55.9
SB,2021-12-22 11:33:13,34.2
SD,2021-12-22 13:29:15,53.2
S4,2021-12-22 14:41:10,47.7
S4,2021-12-22 14:53:33,30.2
S2,2021-12-22 15:22:38,40.6
SD,2021-12-22 16:59:51,30.4
SB,2021-12-22 17:09:25,36.7
SD,2021-12-22 17:37:12,33.4
SD,2021-12-22 19:13:59,49.3
S1,2021-12-22 20:52:19,49.7
SD,2021-12-22 23:25:16,47.3
SB,2021-12-22 23:25:46,40.8
S4,2021-12-23 00:42:29,47.0
S4,2021-12-23 01:40:46,63.1
S2,2021-12-23 03:45:37,37.3
S3,2021-12-23 05:00:18,59.8
S1,2021-12-23 06:46:58,34.4
S4,2021-12-23 08:50:08,57.1
S1,2021-12-23 10:21:44,35.8
S1,2021-12-23 10:25:35,31.7
SB,2021-12-23 10:44:29,48.4
S1,2021-12-23 13:21:51,58.7
S2,2021-12-23 14:47:14,41.4
S1,2021-12-23 17:33:08,33.3
SD,2021-12-23 19:01:05,42.3
S3,2021-12-23 19:41:37,46.0
S1,2021-12-23 22:09:21,37.1
SB,2021-12-24 00:05:45,64.7
S2,2021-12-24 01:18:31,38.3
S3,2021-12-24 03:18:26,57.9
S3,2021-12-24 03:42:10,48.9
S2,2021-12-24 04:54:48,54.7
SD,2021-12-24 06:05:06,33.6
SB,2021-12-24 07:09:52,41.1
S4,2021-12-24 08:37:37,30.2
S2,2021-12-24 08:42:45,59.5
S2,2021-12-24 09:53:18,52.0
S1,2021-12-24 11:51:21,64.4
S3,2021-12-24 14:12:05,61.2
S4,2021-12-24 15:41:14,64.2
SD,2021-12-24 17:18:44,55.1
SB,2021-12-24 18:46:42,54.0
S1,2021-12-24 20:19:13,46.5
SD,2021-12-24 22:06:36,51.4
S3,2021-12-24 23:05:36,36.9
S2,2021-12-25 01:33:27,40.7
S3,2021-12-25 04:17:25,63.9
S2,2021-12-25 05:22:55,35.1
S3,2021-12-25 05:51:14,40.5
S4,2021-12-25 07:24:02,58.7
SB,2021-12-25 09:39:51,40.4
SD,2021-12-25 10:00:37,35.0
SB,2021-12-25 11:40:23,57.7
S3,2021-12-25 12:33:46,34.2
SD,2021-12-25 13:35:41,47.0
S3,2021-12-25 13:38:05,52.4
SB,2021-12-25 15:49:07,38.5
S4,2021-12-25 17:26:47,33.6
S2,2021-12-25 17:28:31,47.4
S3,2021-12-25 19:03:43,44.7
SB,2021-12-25 20:07:56,47.5
SD,2021-12-25 21:56:18,62.7
S2,2021-12-25 22:48:53,54.3
S2,2021-12-25 22:57:49,36.1
S4,2021-12-26 00:23:28,62.6
S1,2021-12-26 02:44:49,48.1
S1,2021-12-26 04:35:08,32.8
SD,2021-12-26 06:25:23,52.2
S2,2021-12-26 08:01:43,41.8
S1,2021-12-26 08:34:16,51.4
S1,2021-12-26 10:22:00,52.4
SB,2021-12-26 11:24:07,46.7
SD,2021-12-26 13:07:14,63.2
SD,2021-12-26 14:38:59,34.4
SD,2021-12-26 17:16:27,53.4
S1,2021-12-26 17:28:07,61.1
S1,2021-12-26 17:56:45,36.0
SB,2021-12-26 20:39:59,37.1
SD,2021-12-26 21:36:28,38.0
S1,2021-12-27 00:00:52,51.0
S1,2021-12-27 01:40:37,34.0
S3,2021-12-27 01:54:21,39.1
S1,2021-12-27 03:23:02,55.5
S2,2021-12-27 04:38:28,40.5
S1,2021-12-27 06:13:04,46.0
SD,2021-12-27 08:52:14,31.3
S4,2021-12-27 11:33:07,35.5
S1,2021-12-27 12:47:49,63.3
SD,2021-12-27 14:01:21,34.1
S1,2021-12-27 15:14:26,37.4
SD,2021-12-27 15:56:02,52.7
SB,2021-12-27 16:54:12,50.3
SB,2021-12-27 16:55:48,41.4
S4,2021-12-27 18:03:45,62.6
SD,2021-12-27 18:30:17,62.7
S3,2021-12-27 20:55:20,57.9
S3,2021-12-27 22:59:37,30.2
SB,2021-12-27 23:31:13,49.7
S1,2021-12-28 00:45:11,33.4
S4,2021-12-28 01:12:24,55.9
S1,2021-12-28 01:36:11,33.8
S2,2021-12-28 03:02:22,46.7
S2,2021-12-28 04:50:50,35.6
SB,2021-12-28 07:17:07,59.9
S4,2021-12-28 09:15:53,64.0
S2,2021-12-28 09:53:29,40.7
S4,2021-12-28 09:56:38,38.9
SD,2021-12-28 10:50:02,52.7
S1,2021-12-28 11:24:04,59.8
SB,2021-12-28 11:38:14,58.1
SB,2021-12-28 12:58:34,37.7
S2,2021-12-28 14:36:05,45.6
S4,2021-12-28 16:53:21,48.1
S2,2021-12-28 18:09:19,36.8
SB,2021-12-28 19:55:42,45.3
S3,2021-12-28 20:21:08,42.0
S2,2021-12-28 22:00:08,60.1
S1,2021-12-29 00:12:10,32.5
SD,2021-12-29 01:33:00,44.0
S2,2021-12-29 02:49:13,35.0
S4,2021-12-29 04:33:31,41.0
S3,2021-12-29 05:33:08,33.5
S1,2021-12-29 07:18:40,40.2
S3,2021-12-29 08:46:17,52.6
S4,2021-12-29 10:57:40,42.3
SD,2021-12-29 11:07:59,58.9
S1,2021-12-29 11:43:13,50.4
S3,2021-12-29 13:07:50,54.0
SD,2021-12-29 15:44:34,54.6
S1,2021-12-29 16:09:40,45.5
S3,2021-12-29 16:16:55,41.5
SD,2021-12-29 17:19:05,52.9
S2,2021-12-29 19:45:44,46.5
S4,2021-12-29 20:42:17,42.2
S1,2021-12-29 20:50:45,58.6
S1,2021-12-29 21:26:27,50.3
S3,2021-12-29 23:26:17,34.9
S2,2021-12-30 01:02:16,39.1
S1,2021-12-30 02:35:36,32.6
S3,2021-12-30 04:19:58,54.7
S3,2021-12-30 05:26:09,31.0
S3,2021-12-30 07:47:48,31.3
S3,2021-12-30 08:40:47,55.7
S2,2021-12-30 10:37:03,44.1
SB,2021-12-30 11:35:47,48.6
S3,2021-12-30 12:14:42,44.8
SD,2021-12-30 14:39:51,54.0
S3,2021-12-30 14:59:59,53.7
S3,2021-12-30 15:50:24,34.2
SD,2021-12-30 16:01:40,54.9
S2,2021-12-30 17:38:09,60.2
SB,2021-12-30 19:45:53,31.3
S2,2021-12-30 20:39:32,50.5
SB,2021-12-30 22:49:35,50.6
S1,2021-12-31 01:10:53,38.4
S2,2021-12-31 03:13:58,43.1
S2,2021-12-31 05:15:30,53.1
SD,2021-12-31 07:04:10,54.2
S2,2021-12-31 07:07:29,31.8
S4,2021-12-31 08:05:53,30.5
S2,2021-12-31 10:38:26,51.1
S1,2021-12-31 10:42:01,62.5
S4,2021-12-31 12:11:44,62.5
SB,2021-12-31 13:34:18,39.0
S1,2021-12-31 15:53:42,59.0
S2,2021-12-31 16:09:55,44.4
S4,2021-12-31 17:22:35,38.5
S3,2021-12-31 19:27:00,47.0
SB,2021-12-31 19:35:24,47.4
SD,2021-12-31 20:04:04,53.3
SB,2021-12-31 22:48:22,52.9
SB,2022-01-01 00:23:39,52.6
SD,2022-01-01 03:08:01,61.6
S2,2022-01-01 04:00:06,52.3
S2,2022-01-01 05:14:05,44.5
SD,2022-01-01 06:21:37,53.3
SB,2022-01-01 08:45:10,30.1
SB,2022-01-01 10:31:57,64.4
S2,2022-01-01 12:40:20,61.9
SB,2022-01-01 12:59:39,36.7
S3,2022-01-01 14:11:18,59.4
S4,2022-01-01 14:55:17,62.9
S2,2022-01-01 16:35:41,37.9
S1,2022-01-01 17:06:18,45.6
S1,2022-01-01 18:30:52,42.7
S2,2022-01-01 20:11:58,33.7
S4,2022-01-01 20:23:53,33.9
S2,2022-01-01 22:42:50,58.8
S3,2022-01-02 00:33:14,32.0
SD,2022-01-02 02:24:56,54.4
SB,2022-01-02 04:27:19,59.9
SB,2022-01-02 06:25:48,59.2
S2,2022-01-02 08:38:47,55.3
SD,2022-01-02 09:57:53,49.3
SD,2022-01-02 11:11:04,58.4
S1,2022-01-02 12:43:51,57.7
S1,2022-01-02 14:27:04,60.3
S1,2022-01-02 16:41:34,41.4
S4,2022-01-02 16:54:58,32.0
S4,2022-01-02 16:57:33,35.8
SB,2022-01-02 19:24:44,46.2
S3,2022-01-02 20:52:55,38.4
SD,2022-01-02 22:31:28,38.4
SD,2022-01-02 23:59:49,34.3
S4,2022-01-03 01:03:14,59.5
S3,2022-01-03 02:36:38,52.2
S1,2022-01-03 02:38:43,37.4
S1,2022-01-03 03:23:05,52.3
SB,2022-01-03 05:41:27,58.9
S4,2022-01-03 07:09:40,40.0
SD,2022-01-03 09:19:20,50.2
S4,2022-01-03 10:52:36,60.5
SB,2022-01-03 11:07:10,38.0
SB,2022-01-03 12:42:15,41.8
S1,2022-01-03 14:13:55,42.4
S3,2022-01-03 16:17:50,45.7
S4,2022-01-03 17:38:25,37.1
S1,2022-01-03 18:48:52,47.4
S4,2022-01-03 21:27:39,60.8
SD,2022-01-03 23:45:16,48.3
S1,2022-01-04 00:54:26,35.8
SD,2022-01-04 03:33:29,30.9
SD,2022-01-04 05:04:09,30.2
S3,2022-01-04 07:46:06,47.0
S3,2022-01-04 08:53:32,34.9
SD,2022-01-04 11:19:23,63.7
S1,2022-01-04 12:06:30,47.5
S1,2022-01-04 13:09:34,33.9
S3,2022-01-04 13:23:44,57.3
S4,2022-01-04 13:37:31,64.1
S2,2022-01-04 16:22:23,37.4
S1,2022-01-04 18:20:05,61.6
S4,2022-01-04 18:48:31,41.8
S2,2022-01-04 19:43:18,51.2
S4,2022-01-04 20:56:57,31.6
S1,2022-01-04 22:56:25,49.6
S1,2022-01-04 23:55:40,61.5
S4,2022-01-05 02:28:57,51.4
S1,2022-01-05 02:32:31,30.6
SB,2022-01-05 02:41:47,43.9
S3,2022-01-05 03:22:55,37.5
SB,2022-01-05 03:28:03,37.4
SD,2022-01-05 04:13:38,40.0
SD,2022-01-05 04:53:06,34.2
SB,2022-01-05 06:37:10,61.0
SB,2022-01-05 09:06:19,48.7
S3,2022-01-05 09:16:54,41.8
SD,2022-01-05 09:53:18,48.5
S1,2022-01-05 10:05:37,55.2
SD,2022-01-05 11:45:25,34.2
S1,2022-01-05 14:13:17,55.4
S1,2022-01-05 16:50:00,55.8
